epoch,train_mse,test_relL2,best
0,0.13866351240386182,0.22207818653827996,0.22207818653827996
10,0.007078045401543092,0.08719085329770686,0.08719085329770686
20,0.00392373927603237,0.06449345094404701,0.06449345094404701
30,0.002668853382765053,0.055607008303544564,0.055607008303544564
40,0.002045548204571391,0.04916869269552443,0.04916869269552443
50,0.0016786820223131098,0.047382622602837696,0.047382622602837696
59,0.0014357327167183543,0.043037952662176665,0.043037952662176665
